frame.time,ip.src,ip.dst,udp.srcport,udp.dstport,dns.qry.name,dns.qry.type,dns.flags.response
"Apr 10, 2025 22:37:14.457877000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,ichnaea.netflix.com,1,FALSE
"Apr 10, 2025 22:37:14.457877000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,ichnaea.netflix.com,1,FALSE
"Apr 10, 2025 22:37:14.457877000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,ichnaea.netflix.com,28,FALSE
"Apr 10, 2025 22:37:14.458258000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,ichnaea.netflix.com,28,FALSE
"Apr 10, 2025 22:37:14.458258000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,cdn-0.nflximg.com,1,FALSE
"Apr 10, 2025 22:37:14.458258000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,cdn-0.nflximg.com,1,FALSE
"Apr 10, 2025 22:37:14.458258000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,cdn-0.nflximg.com,28,FALSE
"Apr 10, 2025 22:37:14.458824000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,secure.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.459135000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,uiboot.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.459228000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,uiboot.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.459323000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,secure.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.460035000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,ichnaea.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.460301000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,ichnaea.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.461115000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,cdn-0.nflximg.com,28,FALSE
"Apr 10, 2025 22:37:14.507438000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp51-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.507888000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,nrdp51-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.509319000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,nrdp51-appboot.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575637000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp51-appboot.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575736000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp.nccp.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575773000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,api-global.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575805000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,ichnaea.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575834000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,customerevents.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.575864000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp-cell4.prod.ftl.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575893000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,customerevents.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575921000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,uiboot.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.575949000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,secure.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.575978000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,api-global.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576011000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,uiboot.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576039000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,ichnaea.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576066000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp.prod.cloud.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.576093000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,secure.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.576122000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp.nccp.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576150000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp.prod.cloud.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576214000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,nrdp-cell4.prod.ftl.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.576245000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,cdn-0.nflximg.com,1,TRUE
"Apr 10, 2025 22:37:14.576274000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,cdn-0.nflximg.com,28,TRUE
"Apr 10, 2025 22:37:14.578686000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,customerevents.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.578887000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,cdn-0.nflximg.com,1,TRUE
"Apr 10, 2025 22:37:14.579205000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,api-global.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.579297000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,cdn-0.nflximg.com,28,TRUE
"Apr 10, 2025 22:37:14.579499000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,customerevents.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.579833000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,api-global.netflix.com,28,TRUE
"Apr 10, 2025 22:37:14.580190000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,nrdp.nccp.netflix.com,1,TRUE
"Apr 10, 2025 22:37:14.580525000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,nrdp.nccp.netflix.com,28,TRUE
"Apr 10, 2025 22:37:15.870109000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,api.amazon.com,1,FALSE
"Apr 10, 2025 22:37:15.870109000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,api.amazon.com,28,FALSE
"Apr 10, 2025 22:37:15.926182000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,api.amazon.com,28,TRUE
"Apr 10, 2025 22:37:15.954056000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,api.amazon.com,1,TRUE
"Apr 10, 2025 22:37:16.397574000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,logs.netflix.com,28,FALSE
"Apr 10, 2025 22:37:16.397958000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,logs.netflix.com,28,FALSE
"Apr 10, 2025 22:37:16.398463000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,logs.netflix.com,1,FALSE
"Apr 10, 2025 22:37:16.398649000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,logs.netflix.com,28,TRUE
"Apr 10, 2025 22:37:16.398717000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,logs.netflix.com,1,FALSE
"Apr 10, 2025 22:37:16.750797000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,logs.netflix.com,28,TRUE
"Apr 10, 2025 22:37:16.750838000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,logs.netflix.com,1,TRUE
"Apr 10, 2025 22:37:16.751392000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,logs.netflix.com,1,TRUE
"Apr 10, 2025 22:37:17.210969000 GMT Daylight Time",192.168.137.107,192.168.137.1,57294,53,preapp.prod.partner.netflix.net,1,FALSE
"Apr 10, 2025 22:37:17.210969000 GMT Daylight Time",192.168.137.107,8.8.8.8,54819,53,preapp.prod.partner.netflix.net,1,FALSE
"Apr 10, 2025 22:37:17.211984000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,57294,preapp.prod.partner.netflix.net,1,TRUE
"Apr 10, 2025 22:37:17.305905000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,ign-ab6mi2q1s9jsl-11d1d2021120811davpk-04d60d462d1d2lg5d3d3.api.amazonvideo.com,1,FALSE
"Apr 10, 2025 22:37:17.305905000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,ign-ab6mi2q1s9jsl-11d1d2021120811davpk-04d60d462d1d2lg5d3d3.api.amazonvideo.com,28,FALSE
"Apr 10, 2025 22:37:17.343185000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,54819,preapp.prod.partner.netflix.net,1,TRUE
"Apr 10, 2025 22:37:17.453392000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,ign-ab6mi2q1s9jsl-11d1d2021120811davpk-04d60d462d1d2lg5d3d3.api.amazonvideo.com,28,TRUE
"Apr 10, 2025 22:37:17.453802000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,ign-ab6mi2q1s9jsl-11d1d2021120811davpk-04d60d462d1d2lg5d3d3.api.amazonvideo.com,1,TRUE
